Lbc_km,Y0,ed,N,mu,nu,omega,p_mu,p_nu,p_omega,key_rate
20,1.5086460116829216e-06,0.01838789311372322,42742518439,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011757296251198458
20,5.3457880574053614e-08,0.008148453592285923,15183921866,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014034332351795369
20,3.652596838515143e-06,0.012669133150105292,18541254484,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012976153783522959
20,2.1815530740553326e-07,0.011759161879510396,12936709440138,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01318134280585189
20,1.9239436411266155e-06,0.007017334841171894,3217380778291,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014317159457336127
20,3.3811067295312663e-07,0.005202376648601031,38989109590,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014791585403465056
20,1.0012563220605089e-06,0.010505387093465024,71571741088048,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01346991192189243
20,3.2007450807254094e-07,0.015324247545023425,34235017865,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012396569522669458
20,2.743755295676757e-07,0.0160118220674142,21573802727733,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012250537949805308
20,3.9702905213638426e-08,0.010953600817104111,783624554964,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013365926452090093
20,2.0946775625314945e-07,0.012131625058359033,152616293077,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013096981536751916
20,2.667855043695649e-06,0.0186961691824955,248887401851,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011694473234983734
20,8.195589833603174e-07,0.010710588775112686,2065418043951,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013422176067634751
20,1.2207221759495249e-06,0.012522744159911305,4992617341559,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013008996611457806
20,1.8682596445393598e-06,0.017649434533183378,56916679971,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011908735647544353
20,4.458150149837141e-08,0.012715570274823588,1093019916986,0.8,0.2,0.02,0.85,0.0075,0.1425,0.0129659148458251
20,2.6495766071020865e-06,0.012760750586903184,39829960695142,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012955736326210813
20,2.151832722629995e-06,0.012594737168721283,20197819509873,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012992843599737607
20,2.676503911901658e-07,0.010125727384422816,541618833762,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013558815939593549
20,2.3368134137300997e-07,0.014757979273057525,16166960602,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012518046588927457
20,1.5435689407832968e-06,0.019523491627386792,684337401513,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011527389220654112
20,1.6081141793464905e-08,0.008018845759018099,25873558149,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014066310914476096
20,5.87571853784315e-08,0.016908606582501,10097125198,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01206238445341031
20,4.175783722724924e-06,0.01909320725827604,54955648402,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011613949467353115
20,3.3171056555824315e-08,0.019486444442863154,276388914150,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011534912314377565
20,2.7247641352456105e-06,0.005135160163920323,91868434560166,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014809680041260695
20,1.1206516085245156e-08,0.014113558931254641,51737021023020,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012657672715979788
20,3.117328549697354e-06,0.00965603835459564,19423238864868,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013669713594519966
20,1.5105771492303933e-07,0.012497096255981058,283865100525,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013014783124421182
20,1.159188869017626e-07,0.013731128398172882,13436060193378,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012741243721962205
20,1.2545078566468868e-06,0.01652116933899268,11404941757,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01214330971119192
20,3.9362274042065423e-07,0.010291829042699421,68306075017,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013519837329847814
20,5.788359100751032e-06,0.007952120749570616,54688985053,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014082671154237659
20,3.439080039161254e-08,0.014871423596644374,2798721742906,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012493630075844014
20,3.2877622678181753e-07,0.013802026356846603,57850252256790,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012725700135645942
20,3.833807136042803e-06,0.01858901780129397,16467638930,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.0117162007939929
20,4.923096197647433e-06,0.005470259708879357,3895576887098,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014719661104194766
20,6.2014969612671e-06,0.012536951350258828,475644709398,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013005632601445815
20,9.890741773611505e-08,0.01874185427571903,50568148936168,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011685323679360931
20,7.200730011733105e-07,0.015716434761300226,227252235835,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012313063116026663
20,2.597313073302901e-08,0.019685014670347518,4247060686891,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01149505326971963
20,6.655223556737595e-08,0.019656253287335754,2728222174931,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01150081796534256
20,9.811948512073525e-08,0.018437195008169358,20492819370,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01174731046444152
20,2.5850026474527186e-06,0.007393685232629135,26958627890,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014222047418219296
20,5.981804369256975e-08,0.015722383156928435,2704165044314,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012311829645292212
20,1.835841285127009e-07,0.007385692887843858,49545869671220,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014224113086109018
20,1.9900112134574307e-06,0.015293999424973136,17849919623538,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01240295888497741
20,2.1024989214790136e-06,0.006686375169216765,12399862602538,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014401642850000614
20,3.2822851086894125e-06,0.016201337907125333,849393836543,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012210425476284361
20,1.1464019916867632e-06,0.006500114204500905,11412516909388,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014449581324413301
20,6.119040178120599e-08,0.016776895945218084,3476452781475,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01208986116198875
20,3.3669399439029194e-07,0.013040257334912118,19903214544,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012893631446043823
20,1.3264586955025359e-08,0.005222372223479066,12652311331964,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014786204652919594
20,2.6030706368955715e-08,0.006842998051058717,346937431705,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014361603114041596
20,8.572528037970369e-06,0.018288864421887076,179124963362,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01177716686023104
20,2.880018945802462e-06,0.0062761666293706525,369965611259,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01450752428110055
20,5.46534221153189e-07,0.019793703730230892,15661300804,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01147325297573384
20,1.7268835470042693e-07,0.0187941566000691,12895634908,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011674704547686956
20,6.269705428624419e-07,0.010990906186307197,1742103160347,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013357293305440636
20,1.2883926574360883e-06,0.011100431204369782,37000616646936,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013332019500925881
20,7.3645051066436e-06,0.019775886969232423,16562046433,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011476461822523393
20,3.239577478404403e-06,0.018175587640225865,38161113436,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011800593267081773
20,6.672498506354202e-06,0.00690670780586914,67492624091,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014345202768037756
20,7.355973344895984e-06,0.017461747388088974,2023973165689,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011947223662738897
20,7.301716933371313e-08,0.008790732273269519,409783175473,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013877406857819661
20,1.0640952239516172e-08,0.014545387759311856,16076830629,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012563949770054506
20,2.096797133279737e-06,0.0060524546589185045,10990501797,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014565870573503593
20,7.144486302605225e-08,0.016590380609875492,21406620038310,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012128862988051967
20,3.325893100883957e-07,0.01907445941065918,28712307810,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01161793454297044
20,9.923347982127996e-08,0.016105179356843566,196462502991,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01223083782059103
20,2.729494627722993e-08,0.01367541146476503,17794917112,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012753469271416178
20,1.3153776631828083e-07,0.008808031095310698,212446439981,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013873213124545944
20,2.8546092272761975e-07,0.013035536728029633,21748525789,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.0128946811041364
20,8.842688751560599e-08,0.010755451110364377,410409692117,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01341178932363682
20,2.754901411186153e-07,0.011388080364314952,19774719380,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013265998556359697
20,4.5496055725591756e-08,0.014664290480272235,20656467404772,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01253826001650691
20,3.4223296834537947e-07,0.007222846509438486,19136742583,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014265141455795738
20,2.9355034379335098e-08,0.010760707219452003,1823163708380,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013410572195441705
20,9.834939869418648e-07,0.012865389764414568,1824578897671,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01293247858303016
20,1.1394630018002523e-07,0.014983953632715034,8080550981082,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012469443302173429
20,1.6083338435170138e-07,0.017223687170354086,9456449649932,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011996865548183437
20,5.178833718253636e-06,0.012001224627242723,240374129197,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013126273633750329
20,2.145907530331777e-06,0.005563901445851107,343166700680,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01469476034537891
20,8.542394577341192e-06,0.01013395824944589,1120184488455,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013556628046993455
20,5.614467942080094e-08,0.006154204660128093,27784781577,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01453932984567849
20,2.0212974664790292e-07,0.014285034713584312,1524030369640,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012620367188886032
20,3.597879768239917e-07,0.006674764041737635,14488957356,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014404659832679469
20,1.1914849976894767e-07,0.01913727332268917,52392631210,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011605255164652818
20,6.423683849981546e-08,0.012247114489522532,45376272493185,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013070950244689943
20,6.933030132207703e-06,0.005019553617890759,3904652691793,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014840908078013124
20,5.1106291479274976e-08,0.014817225464889616,9362386022973,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012505292705025933
20,4.585832311381428e-06,0.015251262240424588,24481519817028,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012411981948316298
20,2.2565228838972442e-06,0.0074107420729865505,14954471291,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014217769059955136
20,1.6456441046937368e-06,0.012888783476334004,98053256069602,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012927246595407184
20,3.123716590187521e-08,0.010779049064443633,141623167274,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013406319232893094
20,4.326054167884872e-06,0.012255436429347333,45143822149900,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01306892394943436
20,1.323030964767644e-06,0.019982092524663788,2506779092668,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011435546902480356
20,8.481593591706813e-06,0.007601095059317071,584413506898,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014169922735306392
20,5.434675435904359e-07,0.019674438658722395,1868612701088,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011497146490674461
20,3.94271098552972e-06,0.014427583382735427,1120996097943,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012589290247140734
20,1.4939090311052047e-07,0.0105295107194389,151660383375,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01346431558656684
20,4.306355832466014e-08,0.019438655366204424,1399087461383,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011544520368463198
20,3.959210653160916e-06,0.018274456415928703,58775921191061,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011780338743719705
20,5.18203591114288e-08,0.01006593338668147,3408470333921,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013572887237940097
20,9.250434570674562e-08,0.00715892141804972,10950573250770,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01428130590273472
20,4.478944660310925e-07,0.013047845293356494,6948389478227,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012891943312047781
20,2.2091273635062638e-08,0.01882863511669174,830409553392,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011667718467146256
20,1.189834833006877e-06,0.014004863913126775,2635916837840,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01268132413731611
20,1.3481401430647346e-06,0.006331934654059052,970359966632,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014493079778207017
20,4.2743321041630036e-08,0.01084525778220206,1114251323598,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01339098056866238
20,1.1530440791588203e-07,0.011100693603827582,8384540936041,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013331997754550268
20,1.3489063457555862e-08,0.019348903841935196,2604174559108,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01156258413934936
20,3.095023226026374e-08,0.013358281455002782,21073770597,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012823261084735783
20,3.194634032545498e-07,0.015329471396629622,477652157108,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012395454086833064
20,8.76080386843242e-08,0.01510571160272503,55098622847221,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012443327388620742
20,4.177414053256957e-06,0.010780523201948312,28419010819757,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013405844000067103
20,2.213617026398176e-08,0.005880808979419375,85654044637695,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014610954102880342
20,1.9441338607504527e-06,0.01422482643874761,1718395083837,0.8,0.2,0.02,0.85,0.0075,0.1425,0.0126333806141245
20,8.445723170022013e-08,0.018486232468657274,25763318289979,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011737316204129288
20,2.787051615922396e-07,0.008305742026796424,5076690810370,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013995662407822925
20,1.5085778410445438e-06,0.01993259396109724,14504830624003,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011445424482787677
20,1.878194593332508e-08,0.019849112669102453,26184920670178,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011462193057954595
20,5.592059904364768e-07,0.009963967236395895,8544975148768,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013596898833349495
20,6.164018225214734e-07,0.006436483737207466,1794942332573,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01446602488423595
20,1.1497165675602725e-08,0.016830449711025722,19694412160365,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012078684850889431
20,1.5500528865308391e-06,0.006372176201914,2250996800153,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014482645590841586
20,1.4934362890567695e-07,0.006925895784664999,37013638270539,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014340459383611417
20,6.712470046559962e-06,0.01883425536875984,1333126349223,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011666240702367282
20,3.919994598088238e-06,0.007967543223245818,152032263737,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014078900401480722
20,5.322721254315096e-06,0.013855609553066514,80179478808,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012713774285580192
20,2.4563618500707746e-08,0.008424678808958742,963890119336,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013966534859575433
20,8.137055770911725e-08,0.01601632613124816,121686958379,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012249595047860296
20,1.7191462136801403e-08,0.01847318971642271,4522277662093,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011739977293301096
20,8.359741925684738e-06,0.007729956269138482,30307508401329,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014137775596332404
20,1.1261251123794654e-08,0.013067331983725415,829792950209,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012887636234007965
20,2.3910528204850412e-08,0.01722678069859338,121173522313,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011996230259288032
20,4.957953597666333e-06,0.015491201685884814,25670965731059,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012360764711887892
20,3.975968093241308e-06,0.016876744694910194,8829851618337,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012068845080463433
20,1.0285171999905006e-08,0.007151450122585023,67379558051,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014283198266760031
20,5.400665066305167e-07,0.005050619254059805,32257158466,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014832593201289962
20,2.8503626615147953e-07,0.005615964103861245,188358641852,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014680957922754064
20,4.570513866827714e-08,0.007616105801235033,184681158219,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014166375878923042
20,4.402002686294164e-06,0.008471639894763527,3950347501530,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013954939885934242
20,1.5921887261031374e-06,0.015129208755585457,56882915606,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012438229370231285
20,1.1204750061216093e-07,0.00908235557592943,1427530248390,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013806967565361396
20,8.074311024561059e-06,0.008268088655815116,1619879729746,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014004702319840162
20,1.5719180639431205e-08,0.010633507532678006,65567979907068,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013440111026001903
20,5.3141270544776255e-06,0.006428092068088199,25710084499884,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014468095752299702
20,1.4031987090460285e-06,0.018768851859339183,697046646680,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01167977750921736
20,1.8521025384294018e-07,0.01844229456784853,1395176799875,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011746266414466007
20,1.923545637973788e-06,0.007664631575986538,18781633239,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014154216183101856
20,2.0964354172070942e-07,0.009905772959012633,1115562268978,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013610646281556667
20,1.078872212446783e-07,0.017938820204513477,8758298830253,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011849279787609504
20,1.4186347157304822e-07,0.006887997065360939,6908412936628,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014350118277787765
20,4.2000712595641345e-07,0.0072791792440485125,13776503462,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01425092433731054
20,7.081097097113547e-07,0.012743719230749769,2003646547004,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012959607756316731
20,1.7684127597838992e-07,0.012030677594629675,367878876971,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013119787498308033
20,1.8330573320680146e-08,0.013029576845703387,30649043195,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012896014054931954
20,1.048252389992425e-06,0.016241272611928783,46958709638,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012202116180355396
20,4.0228616140533525e-08,0.008610666851900964,2477652966262,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013921149427159345
20,1.657592419360537e-07,0.018312954548213314,1555495178096,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011772660681718372
20,3.7749292491816084e-07,0.00827740834934111,23090270232,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014002613287786332
20,5.944700354961584e-06,0.006494584811464357,33181811256,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014450906350176608
20,3.8541186885290574e-08,0.013652395515120926,3598601574260,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012758521057884237
20,1.9720117829544915e-07,0.01092346379884253,3665296768747,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013372884877223361
20,6.113407587171167e-08,0.017006756715998633,3632443951476,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012041943581590983
20,6.435582680265773e-07,0.0054331490789494095,240711685515,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014729650761419908
20,2.0257198508666237e-06,0.00808861460932219,3784222858042,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014049032696933415
20,8.397676852382183e-06,0.011608107188557377,1179747448075,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013215449868114465
20,4.326337514415645e-08,0.005105251462386765,88390284187,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014817811119544413
20,2.6032740857214145e-07,0.014064070538736692,22065700218703,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01266844710800564
20,7.414067846987734e-08,0.009935666665957965,7631230187180,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013603591676150249
20,9.836572325560736e-07,0.015717837471231046,32295279772245,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012312753904945394
20,1.8452020253202383e-08,0.006867295670504932,966874509198,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014355401441906307
20,6.883570721556802e-07,0.014811072769204993,83251099113,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01250659084648277
20,2.5602828322950074e-08,0.018821537928230245,91260621941,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011669157624807264
20,1.1310575718246891e-08,0.00924368807792406,1171654863701,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013768211698430444
20,7.944417832342889e-07,0.016088135355394263,38225665549,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012234402764083939
20,3.3390927334296514e-07,0.009802912177533771,7920162006707,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013634966498667547
20,1.1980713774553477e-07,0.017167150509451758,58408831048,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012008600739157478
20,9.640643385529951e-06,0.012821594480125258,495884493905,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01294191210252625
20,1.5030437546923179e-06,0.010682679943154895,13864851940,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013428635342249338
20,2.1019833647190595e-07,0.00931691199125159,4414144674928,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013750662882922737
20,3.8031522935684753e-07,0.017451471790935476,905975587029,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011949679928755761
20,2.924406051494711e-08,0.007229064987172717,1952057637992,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014263578388636561
20,6.23192131137801e-08,0.008173989256855948,58496631268526,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014028044438648513
20,2.617512581628783e-08,0.018741057349249156,1396079466523,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01168548914508542
20,6.467323464382187e-06,0.01758549623619548,156860350606,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01192170429890728
20,2.5738897402461863e-07,0.0062792450207238976,292877092037,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014506778543070824
20,6.028119349904178e-06,0.006514995190606416,96061412353,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014445639312781273
20,1.3433193179275821e-08,0.017912423950878043,5424383017736,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01185470516511384
20,5.861862838498053e-07,0.011984792443530727,109691841488,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013130153452171304
20,5.721772756729332e-07,0.015540733698288841,14859308571572,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012350409147011554
20,3.07200954672173e-08,0.014379553733986507,5191623352992,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012599861111346502
20,5.540146697059923e-07,0.015916313169112774,1177970846379,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012270717113632982
20,7.310047401017478e-06,0.014752780526890334,3252300806414,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012518873000965693
20,1.0951492064964912e-08,0.007153126825426086,2536799459418,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014282773957265755
20,1.9986417909606514e-06,0.007163871772308181,3526259873483,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014280009712632083
20,2.9042842962730915e-08,0.01644806066274482,19267301886734,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012158699002041739
20,7.2751501032417e-07,0.006018708471835324,131145606823,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014574733366193575
20,6.435671613432472e-08,0.012017503072753042,13190478317390,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013122770917699833
20,5.431921621940383e-07,0.01987934172617314,6807514769132,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011456119796520966
20,2.6550774946570603e-08,0.019686937196348918,17157386138,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011494667840790758
20,9.96716396562476e-08,0.014558769137538275,364708773101,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012561052614671338
20,1.1655139791504689e-08,0.009447268804860064,92782644812,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013719510998705362
20,2.1303310899764615e-06,0.013888309007976649,37668956648,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012706748048439444
20,4.147793891766044e-06,0.008194978362282336,189982415159,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014022774367802799
20,4.208915355329455e-06,0.01647824539808341,482307876342,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012152176319478444
20,3.612561329451356e-07,0.019687535292935,6969882061808,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011494530426420015
20,1.4034193310539172e-06,0.014836732618504218,89733351061833,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012501037180657006
20,5.915981254302066e-06,0.009473590488911048,603436852940,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013713060015042796
20,8.073434930099345e-07,0.00855350626269369,3882717593656,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013935055065786989
20,5.126471817741741e-06,0.009594135331140997,296271688381,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01368436919335212
